Code postal,Localité,Sous-commune,Commune principale,Province
1421,Ophain-Bois-Seigneur-Isaac,Oui,BRAINE-L'ALLEUD,BRABANT WALLON
9500,Ophasselt,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
3870,Opheers,Oui,HEERS,LIMBOURG
1357,Opheylissem,Oui,HÉLÉCINE,BRABANT WALLON
3640,Ophoven,Oui,KINROOI,LIMBOURG
3960,Opitter,Oui,BREE,LIMBOURG
3300,Oplinter,Oui,TIENEN,BRABANT FLAMAND
3680,Opoeteren,Oui,MAASEIK,LIMBOURG
6852,Opont,Oui,PALISEUL,LUXEMBOURG
1315,Opprebais,Oui,INCOURT,BRABANT WALLON
2890,Oppuurs,Oui,PUURS-SINT-AMANDS,ANVERS
3360,Opvelp,Oui,BIERBEEK,BRABANT FLAMAND
1745,Opwijk,Non,OPWIJK,BRABANT FLAMAND
1360,Orbais,Oui,PERWEZ,BRABANT WALLON
5550,Orchimont,Oui,VRESSE-SUR-SEMOIS,NAMUR
7501,Orcq,Oui,TOURNAI,HAINAUT
3800,Ordingen,Oui,SINT-TRUIDEN,LIMBOURG
5640,Oret,Oui,METTET,NAMUR
4360,Oreye,Non,OREYE,LIEGE
1031,Organisations Sociales Chrétiennes,,Organisations Sociales Chrétiennes,
6880,Orgeo,Oui,BERTRIX,LUXEMBOURG
7802,Ormeignies,Oui,ATH,HAINAUT
1350,Orp-Le-Grand,Oui,ORP-JAUCHE,BRABANT WALLON
7750,Orroir,Oui,MONT-DE-L'ENCLUS,HAINAUT
3350,Orsmaal-Gussenhoven,Oui,LINTER,BRABANT FLAMAND
6983,Ortho,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG
7804,Ostiches,Oui,ATH,HAINAUT
1110,OTAN,,OTAN,
8553,Otegem,Oui,ZWEVEGEM,FLANDRE-OCCIDENTALE
4210,Oteppe,Oui,BURDINNE,LIEGE
4340,Othée,Oui,AWANS,LIEGE
4360,Otrange,Oui,OREYE,LIEGE
3040,Ottenburg,Oui,HULDENBERG,BRABANT FLAMAND
9420,Ottergem,Oui,ERPE-MERE,FLANDRE-ORIENTALE
1340,Ottignies,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON
3050,Oud-Heverlee,Non,OUD-HEVERLEE,BRABANT FLAMAND
2360,Oud-Turnhout,Non,OUD-TURNHOUT,ANVERS
9200,Oudegem,Oui,DENDERMONDE,FLANDRE-ORIENTALE
8600,Oudekapelle,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
9700,Oudenaarde,Non,OUDENAARDE,FLANDRE-ORIENTALE
1600,Oudenaken,Oui,SINT-PIETERS-LEEUW,BRABANT FLAMAND
8460,Oudenburg,Non,OUDENBURG,FLANDRE-OCCIDENTALE
4590,Ouffet,Non,OUFFET,LIEGE
4102,Ougrée,Oui,SERAING,LIEGE
4680,Oupeye,Non,OUPEYE,LIEGE
9406,Outer,Oui,NINOVE,FLANDRE-ORIENTALE
3321,Outgaarden,Oui,HOEGAARDEN,BRABANT FLAMAND
4577,Outrelouxhe,Oui,MODAVE,LIEGE
8582,Outrijve,Oui,AVELGEM,FLANDRE-OCCIDENTALE
9750,Ouwegem,Oui,KRUISEM,FLANDRE-ORIENTALE
9500,Overboelare,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
3350,Overhespen,Oui,LINTER,BRABANT FLAMAND
3090,Overijse,Non,OVERIJSE,BRABANT FLAMAND
9290,Overmere,Oui,BERLARE,FLANDRE-ORIENTALE
3900,Overpelt,Oui,PELT,LIMBOURG
3700,Overrepen,Oui,TONGEREN,LIMBOURG
3400,Overwinden,Oui,LANDEN,BRABANT FLAMAND
3583,Paal,Oui,BERINGEN,LIMBOURG
4452,Paifve,Oui,JUPRELLE,LIEGE
4560,Pailhe,Oui,CLAVIER,LIEGE
6850,Paliseul,Non,PALISEUL,LUXEMBOURG
1760,Pamel,Oui,ROOSDAAL,BRABANT FLAMAND
7861,Papignies,Oui,LESSINES,HAINAUT
9661,Parike,Oui,BRAKEL,FLANDRE-ORIENTALE
1012,Parlement de la Communauté française,,Parlement de la Communauté française,
1047,Parlement Européen,,Parlement Européen,
5012,Parlement Wallon,,Parlement Wallon,
8980,Passendale,Oui,ZONNEBEKE,FLANDRE-OCCIDENTALE
5575,Patignies,Oui,GEDINNE,NAMUR
7340,Pâturages,Oui,COLFONTAINE,HAINAUT
9630,Paulatem,Oui,ZWALM,FLANDRE-ORIENTALE
7740,Pecq,Non,PECQ,HAINAUT
3990,Peer,Non,PEER,LIMBOURG
7120,Peissant,Oui,ESTINNES,HAINAUT
4287,Pellaines,Oui,LINCENT,LIEGE
3212,Pellenberg,Oui,LUBBEEK,BRABANT FLAMAND
1670,Pepingen,Non,PEPINGEN,BRABANT FLAMAND
4860,Pepinster,Non,PEPINSTER,LIEGE
1820,Perk,Oui,STEENOKKERZEEL,BRABANT FLAMAND
7640,Péronnes-Lez-Antoing,Oui,ANTOING,HAINAUT
7134,Péronnes-Lez-Binche,Oui,BINCHE,HAINAUT
7600,Péruwelz,Non,PÉRUWELZ,HAINAUT
8600,Pervijze,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
1360,Perwez,Non,PERWEZ,BRABANT WALLON
5352,Perwez-Haillot,Oui,OHEY,NAMUR
5660,Pesche,Oui,COUVIN,NAMUR
5590,Pessoux,Oui,CINEY,NAMUR
9800,Petegem-Aan-De-Leie,Oui,DEINZE,FLANDRE-ORIENTALE
9790,Petegem-Aan-De-Schelde,Oui,WORTEGEM-PETEGEM,FLANDRE-ORIENTALE
5660,Pétigny,Oui,COUVIN,NAMUR
7850,Petit-Enghien,Oui,ENGHIEN,HAINAUT
5555,Petit-Fays,Oui,BIÈVRE,NAMUR
4280,Petit-Hallet,Oui,HANNUT,LIEGE
4800,Petit-Rechain,Oui,VERVIERS,LIEGE
7090,Petit-Roeulx-Lez-Braine,Oui,BRAINE-LE-COMTE,HAINAUT
7181,Petit-Roeulx-Lez-Nivelles,Oui,SENEFFE,HAINAUT
6692,Petit-Thier,Oui,VIELSALM,LUXEMBOURG
5660,Petite-Chapelle,Oui,COUVIN,NAMUR
1800,Peutie,Oui,VILVOORDE,BRABANT FLAMAND
5600,Philippeville,Non,PHILIPPEVILLE,NAMUR
7160,Piéton,Oui,CHAPELLE-LEZ-HERLAIMONT,HAINAUT
1370,Piétrain,Oui,JODOIGNE,BRABANT WALLON
1315,Piétrebais,Oui,INCOURT,BRABANT WALLON
7904,Pipaix,Oui,LEUZE-EN-HAINAUT,HAINAUT
3700,Piringen,Oui,TONGEREN,LIMBOURG
6240,Pironchamps,Oui,FARCIENNES,HAINAUT
8740,Pittem,Non,PITTEM,FLANDRE-OCCIDENTALE
4122,Plainevaux,Oui,NEUPRÉ,LIEGE
1380,Plancenoit,Oui,LASNE,BRABANT WALLON
7782,Ploegsteert,Oui,COMINES-WARNETON,HAINAUT
2275,Poederlee,Oui,LILLE,ANVERS
9880,Poeke,Oui,AALTER,FLANDRE-ORIENTALE
8920,Poelkapelle,Oui,LANGEMARK-POELKAPELLE,FLANDRE-OCCIDENTALE
9850,Poesele,Oui,DEINZE,FLANDRE-ORIENTALE
9401,Pollare,Oui,NINOVE,FLANDRE-ORIENTALE
4800,Polleur,Oui,VERVIERS,LIEGE
4910,Polleur,Oui,THEUX,LIEGE
8647,Pollinkhove,Oui,LO-RENINGE,FLANDRE-OCCIDENTALE
7322,Pommeroeul,Oui,BERNISSART,HAINAUT
5574,Pondrôme,Oui,BEAURAING,NAMUR
6230,Pont-À-Celles,Non,PONT-À-CELLES,HAINAUT
6250,Pont-De-Loup,Oui,AISEAU-PRESLES,HAINAUT
5380,Pontillas,Oui,FERNELMONT,NAMUR
8970,Poperinge,Non,POPERINGE,FLANDRE-OCCIDENTALE
2382,Poppel,Oui,RAVELS,ANVERS
7760,Popuelles,Oui,CELLES,HAINAUT
5370,Porcheresse,Oui,HAVELANGE,NAMUR
6929,Porcheresse,Oui,DAVERDISSE,LUXEMBOURG
1100,Postcheque,,Postcheque,
7760,Pottes,Oui,CELLES,HAINAUT
4280,Poucet,Oui,HANNUT,LIEGE
4171,Poulseur,Oui,COMBLAIN-AU-PONT,LIEGE
6830,Poupehan,Oui,BOUILLON,LUXEMBOURG
4350,Pousset,Oui,REMICOURT,LIEGE
5660,Presgaux,Oui,COUVIN,NAMUR
6250,Presles,Oui,AISEAU-PRESLES,HAINAUT
5170,Profondeville,Non,PROFONDEVILLE,NAMUR
8972,Proven,Oui,POPERINGE,FLANDRE-OCCIDENTALE
5650,Pry,Oui,WALCOURT,NAMUR
2242,Pulderbos,Oui,ZANDHOVEN,ANVERS
2243,Pulle,Oui,ZANDHOVEN,ANVERS
5530,Purnode,Oui,YVOIR,NAMUR
5550,Pussemange,Oui,VRESSE-SUR-SEMOIS,NAMUR
2580,Putte,Non,PUTTE,ANVERS
2870,Puurs,Oui,PUURS-SINT-AMANDS,ANVERS
7390,Quaregnon,Non,QUAREGNON,HAINAUT
7540,Quartes,Oui,TOURNAI,HAINAUT
1430,Quenast,Oui,REBECQ,BRABANT WALLON
4610,Queue-Du-Bois,Oui,BEYNE-HEUSAY,LIEGE
7972,Quevaucamps,Oui,BELOEIL,HAINAUT
7040,Quévy-Le-Grand,Oui,QUÉVY,HAINAUT
7040,Quévy-Le-Petit,Oui,QUÉVY,HAINAUT
7380,Quiévrain,Non,QUIÉVRAIN,HAINAUT
1006,Raad van de Vlaamse Gemeenschapscommissie ,,Raad van de Vlaamse Gemeenschapscommissie ,
6792,Rachecourt,Oui,AUBANGE,LUXEMBOURG
4287,Racour,Oui,LINCENT,LIEGE
4730,Raeren,Non,RAEREN,LIEGE
6532,Ragnies,Oui,THUIN,HAINAUT
4987,Rahier,Oui,STOUMONT,LIEGE
7971,Ramegnies,Oui,BELOEIL,HAINAUT
7520,Ramegnies-Chin,Oui,TOURNAI,HAINAUT
4557,Ramelot,Oui,TINLOT,LIEGE
1367,Ramillies,Non,RAMILLIES,BRABANT WALLON
1880,Ramsdonk,Oui,KAPELLE-OP-DEN-BOS,BRABANT FLAMAND
2230,Ramsel,Oui,HERSELT,ANVERS
8301,Ramskapelle,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE
8620,Ramskapelle,Oui,NIEUWPOORT,FLANDRE-OCCIDENTALE
6470,Rance,Oui,SIVRY-RANCE,HAINAUT
6043,Ransart,Oui,CHARLEROI,HAINAUT
3470,Ransberg,Oui,KORTENAKEN,BRABANT FLAMAND
2520,Ranst,Non,RANST,ANVERS
2380,Ravels,Non,RAVELS,ANVERS
7804,Rebaix,Oui,ATH,HAINAUT
1430,Rebecq-Rognon,Oui,REBECQ,BRABANT WALLON
4780,Recht,Oui,SAINT-VITH,LIEGE
6800,Recogne,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG
6890,Redu,Oui,LIBIN,LUXEMBOURG
2840,Reet,Oui,RUMST,ANVERS
3621,Rekem,Oui,LANAKEN,LIMBOURG
8930,Rekkem,Oui,MENEN,FLANDRE-OCCIDENTALE
1731,Relegem,Oui,ASSE,BRABANT FLAMAND
6800,Remagne,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG
3791,Remersdaal,Oui,FOURONS,LIMBOURG
4350,Remicourt,Non,REMICOURT,LIEGE
9600,Renaix,Non,RENAIX,FLANDRE-ORIENTALE
6987,Rendeux,Non,RENDEUX,LUXEMBOURG
8647,Reninge,Oui,LO-RENINGE,FLANDRE-OCCIDENTALE
8970,Reningelst,Oui,POPERINGE,FLANDRE-OCCIDENTALE
6500,Renlies,Oui,BEAUMONT,HAINAUT
3950,Reppel,Oui,BOCHOLT,LIMBOURG
7134,Ressaix,Oui,BINCHE,HAINAUT
9551,Ressegem,Oui,HERZELE,FLANDRE-ORIENTALE
6927,Resteigne,Oui,TELLIN,LUXEMBOURG
2470,Retie,Non,RETIE,ANVERS
4621,Retinne,Oui,FLÉRON,LIEGE
4790,Reuland,Oui,BURG-REULAND,LIEGE
6210,Rèves,Oui,LES BONS VILLERS,HAINAUT
5080,Rhisnes,Oui,LA BRUYÈRE,NAMUR
1640,Rhode-Saint-Genèse,Non,RHODE-SAINT-GENÈSE,BRABANT FLAMAND
4600,Richelle,Oui,VISÉ,LIEGE
3770,Riemst,Non,RIEMST,LIMBOURG
5575,Rienne,Oui,GEDINNE,NAMUR
6464,Rièzes,Oui,CHIMAY,HAINAUT
3840,Rijkel,Oui,BORGLOON,LIMBOURG
2310,Rijkevorsel,Non,RIJKEVORSEL,ANVERS
3740,Rijkhoven,Oui,BILZEN,LIMBOURG
2820,Rijmenam,Oui,BONHEIDEN,ANVERS
3700,Riksingen,Oui,TONGEREN,LIMBOURG
3202,Rillaar,Oui,AARSCHOT,BRABANT FLAMAND
5170,Rivière,Oui,PROFONDEVILLE,NAMUR
1330,Rixensart,Non,RIXENSART,BRABANT WALLON
6460,Robechies,Oui,CHIMAY,HAINAUT
6769,Robelmont,Oui,MEIX-DEVANT-VIRTON,LUXEMBOURG
4950,Robertville,Oui,WAIMES,LIEGE
9630,Roborst,Oui,ZWALM,FLANDRE-ORIENTALE
5580,Rochefort,Non,ROCHEFORT,NAMUR
6830,Rochehaut,Oui,BOUILLON,LUXEMBOURG
4761,Rocherath,Oui,BULLANGE,LIEGE
4690,Roclenge-Sur-Geer,Oui,BASSENGE,LIEGE
4000,Rocourt,Oui,LIÈGE,LIEGE
8972,Roesbrugge-Haringe,Oui,POPERINGE,FLANDRE-OCCIDENTALE
8800,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE
5651,Rognée,Oui,WALCOURT,NAMUR
7387,Roisin,Oui,HONNELLES,HAINAUT
8460,Roksem,Oui,OUDENBURG,FLANDRE-OCCIDENTALE
8510,Rollegem,Oui,KORTRIJK,FLANDRE-OCCIDENTALE
8880,Rollegem-Kapelle,Oui,LEDEGEM,FLANDRE-OCCIDENTALE
4347,Roloux,Oui,FEXHE-LE-HAUT-CLOCHER,LIEGE
5600,Roly,Oui,PHILIPPEVILLE,NAMUR
5600,Romedenne,Oui,PHILIPPEVILLE,NAMUR
5680,Romerée,Oui,DOISCHE,NAMUR
3730,Romershoven,Oui,HOESELT,LIMBOURG
4624,Romsée,Oui,FLÉRON,LIEGE
7623,Rongy,Oui,BRUNEHAUT,HAINAUT
7090,Ronquières,Oui,BRAINE-LE-COMTE,HAINAUT
9932,Ronsele,Oui,LIEVEGEM,FLANDRE-ORIENTALE
3370,Roosbeek,Oui,BOUTERSEM,BRABANT FLAMAND
1760,Roosdaal,Non,ROOSDAAL,BRABANT FLAMAND
5620,Rosée,Oui,FLORENNES,NAMUR
6250,Roselies,Oui,AISEAU-PRESLES,HAINAUT
1331,Rosières,Oui,RIXENSART,BRABANT WALLON
3740,Rosmeer,Oui,BILZEN,LIMBOURG
4257,Rosoux-Crenwick,Oui,BERLOZ,LIEGE
6730,Rossignol,Oui,TINTIGNY,LUXEMBOURG
3650,Rotem,Oui,DILSEN-STOKKEM,LIMBOURG
4120,Rotheux-Rimière,Oui,NEUPRÉ,LIEGE
3110,Rotselaar,Non,ROTSELAAR,BRABANT FLAMAND
7601,Roucourt,Oui,PÉRUWELZ,HAINAUT
7120,Rouveroy,Oui,ESTINNES,HAINAUT
4140,Rouvreux,Oui,SPRIMONT,LIEGE
6044,Roux,Oui,CHARLEROI,HAINAUT
1315,Roux-Miroir,Oui,INCOURT,BRABANT WALLON
6900,Roy,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG
9630,Rozebeke,Oui,ZWALM,FLANDRE-ORIENTALE
1044,RTBF,,RTBF,
1033,RTL-TVI,,RTL-TVI,
8020,Ruddervoorde,Oui,OOSTKAMP,FLANDRE-OCCIDENTALE
6760,Ruette,Oui,VIRTON,LUXEMBOURG
9690,Ruien,Oui,KLUISBERGEN,FLANDRE-ORIENTALE
1601,Ruisbroek,Oui,SINT-PIETERS-LEEUW,BRABANT FLAMAND
2870,Ruisbroek,Oui,PUURS-SINT-AMANDS,ANVERS
8755,Ruiselede,Non,RUISELEDE,FLANDRE-OCCIDENTALE
3870,Rukkelingen-Loon,Oui,HEERS,LIMBOURG
6724,Rulles,Oui,HABAY,LUXEMBOURG
8800,Rumbeke,Oui,ROESELARE,FLANDRE-OCCIDENTALE
7610,Rumes,Non,RUMES,HAINAUT
7540,Rumillies,Oui,TOURNAI,HAINAUT
3454,Rummen,Oui,GEETBETS,BRABANT FLAMAND
3400,Rumsdorp,Oui,LANDEN,BRABANT FLAMAND
2840,Rumst,Non,RUMST,ANVERS
3803,Runkelen,Oui,SINT-TRUIDEN,LIMBOURG
9150,Rupelmonde,Oui,KRUIBEKE,FLANDRE-ORIENTALE
7750,Russeignies,Oui,MONT-DE-L'ENCLUS,HAINAUT
3700,Rutten,Oui,TONGEREN,LIMBOURG
5010,SA SudPresse,,SA SudPresse,
6221,Saint-Amand,Oui,FLEURUS,HAINAUT
4606,Saint-André,Oui,DALHEM,LIEGE
5620,Saint-Aubin,Oui,FLORENNES,NAMUR
7034,Saint-Denis,Oui,MONS,HAINAUT
5081,Saint-Denis-Bovesse,Oui,LA BRUYÈRE,NAMUR
4470,Saint-Georges-Sur-Meuse,Non,SAINT-GEORGES-SUR-MEUSE,LIEGE
5640,Saint-Gérard,Oui,METTET,NAMUR
5310,Saint-Germain,Oui,EGHEZÉE,NAMUR
1450,Saint-Géry,Oui,CHASTRE,BRABANT WALLON
7330,Saint-Ghislain,Non,SAINT-GHISLAIN,HAINAUT
1060,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES
6870,Saint-Hubert,Non,SAINT-HUBERT,LUXEMBOURG
1370,Saint-Jean-Geest,Oui,JODOIGNE,BRABANT WALLON
1210,Saint-Josse-Ten-Noode,Non,SAINT-JOSSE-TEN-NOODE,BRUXELLES
6747,Saint-Léger,Non,SAINT-LÉGER,LUXEMBOURG
7730,Saint-Léger,Oui,ESTAIMPUIS,HAINAUT
5003,Saint-Marc,Oui,NAMUR,NAMUR
6762,Saint-Mard,Oui,VIRTON,LUXEMBOURG
5190,Saint-Martin,Oui,JEMEPPE-SUR-SAMBRE,NAMUR
7500,Saint-Maur,Oui,TOURNAI,HAINAUT
6887,Saint-Médard,Oui,HERBEUMONT,LUXEMBOURG
0612,Saint-Nicolas,,Saint-Nicolas,
4420,Saint-Nicolas,Non,SAINT-NICOLAS,LIEGE
6800,Saint-Pierre,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG
4672,Saint-Remy,Oui,BLÉGNY,LIEGE
6460,Saint-Remy,Oui,CHIMAY,HAINAUT
1370,Saint-Remy-Geest,Oui,JODOIGNE,BRABANT WALLON
7912,Saint-Sauveur,Oui,FRASNES-LEZ-ANVAING,HAINAUT
5002,Saint-Servais,Oui,NAMUR,NAMUR
4550,Saint-Séverin,Oui,NANDRIN,LIEGE
7030,Saint-Symphorien,Oui,MONS,HAINAUT
7100,Saint-Vaast,Oui,LA LOUVIÈRE,HAINAUT
6730,Saint-Vincent,Oui,TINTIGNY,LUXEMBOURG
4780,Saint-Vith,Non,SAINT-VITH,LIEGE
6820,Sainte-Cécile,Oui,FLORENVILLE,LUXEMBOURG
6800,Sainte-Marie-Chevigny,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG
6740,Sainte-Marie-Sur-Semois,Oui,ETALLE,LUXEMBOURG
1480,Saintes,Oui,TUBIZE,BRABANT WALLON
4671,Saive,Oui,BLÉGNY,LIEGE
6460,Salles,Oui,CHIMAY,HAINAUT
5600,Samart,Oui,PHILIPPEVILLE,NAMUR
6982,Samrée,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG
7080,Sars-La-Bruyère,Oui,FRAMERIES,HAINAUT
6542,Sars-La-Buissière,Oui,LOBBES,HAINAUT
5330,Sart-Bernard,Oui,ASSESSE,NAMUR
5575,Sart-Custinne,Oui,GEDINNE,NAMUR
1495,Sart-Dames-Avelines,Oui,VILLERS-LA-VILLE,BRABANT WALLON
5600,Sart-En-Fagne,Oui,PHILIPPEVILLE,NAMUR
5070,Sart-Eustache,Oui,FOSSES-LA-VILLE,NAMUR
4845,Sart-Lez-Spa,Oui,JALHAY,LIEGE
5070,Sart-Saint-Laurent,Oui,FOSSES-LA-VILLE,NAMUR
6470,Sautin,Oui,SIVRY-RANCE,HAINAUT
5600,Sautour,Oui,PHILIPPEVILLE,NAMUR
5030,Sauvenière,Oui,GEMBLOUX,NAMUR
1101,Scanning,,Scanning,
1030,Schaerbeek,Non,SCHAERBEEK,BRUXELLES
3290,Schaffen,Oui,DIEST,BRABANT FLAMAND
3732,Schalkhoven,Oui,HOESELT,LIMBOURG
5364,Schaltin,Oui,HAMOIS,NAMUR
9820,Schelderode,Oui,MERELBEKE,FLANDRE-ORIENTALE
9860,Scheldewindeke,Oui,OOSTERZELE,FLANDRE-ORIENTALE
2627,Schelle,Non,SCHELLE,ANVERS
9260,Schellebelle,Oui,WICHELEN,FLANDRE-ORIENTALE
9506,Schendelbeke,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
1703,Schepdaal,Oui,DILBEEK,BRABANT FLAMAND
3270,Scherpenheuvel,Oui,SCHERPENHEUVEL-ZICHEM,BRABANT FLAMAND
2970,Schilde,Non,SCHILDE,ANVERS
4782,Schoenberg,Oui,SAINT-VITH,LIEGE
9200,Schoonaarde,Oui,DENDERMONDE,FLANDRE-ORIENTALE
8433,Schore,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
9688,Schorisse,Oui,MAARKEDAL,FLANDRE-ORIENTALE
2900,Schoten,Non,SCHOTEN,ANVERS
2223,Schriek,Oui,HEIST-OP-DEN-BERG,ANVERS
8700,Schuiferskapelle,Oui,TIELT,FLANDRE-OCCIDENTALE
3540,Schulen,Oui,HERK-DE-STAD,LIMBOURG
5300,Sclayn,Oui,ANDENNE,NAMUR
5361,Scy,Oui,HAMOIS,NAMUR
5300,Seilles,Oui,ANDENNE,NAMUR
6781,Sélange,Oui,MESSANCY,LUXEMBOURG
6596,Seloignes,Oui,MOMIGNIES,HAINAUT
9890,Semmerzake,Oui,GAVERE,FLANDRE-ORIENTALE
1009,Senat de Belgique,,Senat de Belgique,
7180,Seneffe,Non,SENEFFE,HAINAUT
6832,Sensenruth,Oui,BOUILLON,LUXEMBOURG
4557,Seny,Oui,TINLOT,LIEGE
5630,Senzeilles,Oui,CERFONTAINE,NAMUR
6940,Septon,Oui,DURBUY,LUXEMBOURG
4100,Seraing,Non,SERAING,LIEGE
4537,Seraing-Le-Château,Oui,VERLAINE,LIEGE
5590,Serinchamps,Oui,CINEY,NAMUR
9260,Serskamp,Oui,WICHELEN,FLANDRE-ORIENTALE
5521,Serville,Oui,ONHAYE,NAMUR
7010,SHAPE,,SHAPE,
6640,Sibret,Oui,VAUX-SUR-SÛRE,LUXEMBOURG
6750,Signeulx,Oui,MUSSON,LUXEMBOURG
8340,Sijsele,Oui,DAMME,FLANDRE-OCCIDENTALE
5630,Silenrieux,Oui,CERFONTAINE,NAMUR
7830,Silly,Non,SILLY,HAINAUT
9112,Sinaai-Waas,Oui,SINT-NIKLAAS,FLANDRE-ORIENTALE
5377,Sinsin,Oui,SOMME-LEUZE,NAMUR
3040,Sint-Agatha-Rode,Oui,HULDENBERG,BRABANT FLAMAND
2890,Sint-Amands,Oui,PUURS-SINT-AMANDS,ANVERS
9040,Sint-Amandsberg,Oui,GENT,FLANDRE-ORIENTALE
8200,Sint-Andries,Oui,BRUGGE,FLANDRE-OCCIDENTALE
9550,Sint-Antelinks,Oui,HERZELE,FLANDRE-ORIENTALE
8710,Sint-Baafs-Vijve,Oui,WIELSBEKE,FLANDRE-OCCIDENTALE
9630,Sint-Blasius-Boekel,Oui,ZWALM,FLANDRE-ORIENTALE
8554,Sint-Denijs,Oui,ZWEVEGEM,FLANDRE-OCCIDENTALE
9630,Sint-Denijs-Boekel,Oui,ZWALM,FLANDRE-ORIENTALE
9051,Sint-Denijs-Westrem,Oui,GENT,FLANDRE-ORIENTALE
8793,Sint-Eloois-Vijve,Oui,WAREGEM,FLANDRE-OCCIDENTALE
8880,Sint-Eloois-Winkel,Oui,LEDEGEM,FLANDRE-OCCIDENTALE
9200,Sint-Gillis-Dendermonde,Oui,DENDERMONDE,FLANDRE-ORIENTALE
9170,Sint-Gillis-Waas,Non,SINT-GILLIS-WAAS,FLANDRE-ORIENTALE
9620,Sint-Goriks-Oudenhove,Oui,ZOTTEGEM,FLANDRE-ORIENTALE
3730,Sint-Huibrechts-Hern,Oui,HOESELT,LIMBOURG
3910,Sint-Huibrechts-Lille,Oui,PELT,LIMBOURG
8600,Sint-Jacobs-Kapelle,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
8900,Sint-Jan,Oui,IEPER,FLANDRE-OCCIDENTALE
9982,Sint-Jan-In-Eremo,Oui,SINT-LAUREINS,FLANDRE-ORIENTALE
2960,Sint-Job-In-'T-Goor,Oui,BRECHT,ANVERS
8620,Sint-Joris,Oui,NIEUWPOORT,FLANDRE-OCCIDENTALE
8730,Sint-Joris,Oui,BEERNEM,FLANDRE-OCCIDENTALE
3051,Sint-Joris-Weert,Oui,OUD-HEVERLEE,BRABANT FLAMAND
3390,Sint-Joris-Winge,Oui,TIELT-WINGE,BRABANT FLAMAND
2860,Sint-Katelijne-Waver,Non,SINT-KATELIJNE-WAVER,ANVERS
1742,Sint-Katherina-Lombeek,Oui,TERNAT,BRABANT FLAMAND
9667,Sint-Kornelis-Horebeke,Oui,HOREBEKE,FLANDRE-ORIENTALE
8310,Sint-Kruis,Oui,BRUGGE,FLANDRE-OCCIDENTALE
9042,Sint-Kruis-Winkel,Oui,GENT,FLANDRE-ORIENTALE
1750,Sint-Kwintens-Lennik,Oui,LENNIK,BRABANT FLAMAND
3500,Sint-Lambrechts-Herk,Oui,HASSELT,LIMBOURG
9980,Sint-Laureins,Non,SINT-LAUREINS,FLANDRE-ORIENTALE
1600,Sint-Laureins-Berchem,Oui,SINT-PIETERS-LEEUW,BRABANT FLAMAND
2960,Sint-Lenaarts,Oui,BRECHT,ANVERS
9550,Sint-Lievens-Esse,Oui,HERZELE,FLANDRE-ORIENTALE
9520,Sint-Lievens-Houtem,Non,SINT-LIEVENS-HOUTEM,FLANDRE-ORIENTALE
9981,Sint-Margriete,Oui,SINT-LAUREINS,FLANDRE-ORIENTALE
3300,Sint-Margriete-Houtem,Oui,TIENEN,BRABANT FLAMAND
3470,Sint-Margriete-Houtem,Oui,KORTENAKEN,BRABANT FLAMAND
9667,Sint-Maria-Horebeke,Oui,HOREBEKE,FLANDRE-ORIENTALE
9630,Sint-Maria-Latem,Oui,ZWALM,FLANDRE-ORIENTALE
9570,Sint-Maria-Lierde,Oui,LIERDE,FLANDRE-ORIENTALE
9620,Sint-Maria-Oudenhove,Oui,ZOTTEGEM,FLANDRE-ORIENTALE
9660,Sint-Maria-Oudenhove,Oui,BRAKEL,FLANDRE-ORIENTALE
1700,Sint-Martens-Bodegem,Oui,DILBEEK,BRABANT FLAMAND
9830,Sint-Martens-Latem,Non,SINT-MARTENS-LATEM,FLANDRE-ORIENTALE
9800,Sint-Martens-Leerne,Oui,DEINZE,FLANDRE-ORIENTALE
1750,Sint-Martens-Lennik,Oui,LENNIK,BRABANT FLAMAND
9572,Sint-Martens-Lierde,Oui,LIERDE,FLANDRE-ORIENTALE
8200,Sint-Michiels,Oui,BRUGGE,FLANDRE-OCCIDENTALE
9100,Sint-Niklaas,Non,SINT-NIKLAAS,FLANDRE-ORIENTALE
9170,Sint-Pauwels,Oui,SINT-GILLIS-WAAS,FLANDRE-ORIENTALE
1541,Sint-Pieters-Kapelle,Oui,HERNE,BRABANT FLAMAND
